county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Stanton County, Nebraska",31167,"$19,220","$42,081","$52,044","$67,092","$31,702","$38,920","$44,215","$49,338","$31,702","$46,567","$57,568","$68,396"
"Thayer County, Nebraska",31169,"$19,220","$42,081","$52,044","$65,242","$31,702","$38,920","$44,215","$47,489","$31,702","$46,567","$57,568","$66,547"
"Thomas County, Nebraska",31171,"$19,331","$42,246","$52,210","$65,449","$31,909","$39,085","$44,381","$47,696","$31,909","$46,732","$57,733","$66,754"
"Thurston County, Nebraska",31173,"$19,220","$42,081","$52,044","$65,242","$31,702","$38,920","$44,215","$47,489","$31,702","$46,567","$57,568","$66,547"
"Valley County, Nebraska",31175,"$19,220","$42,081","$52,044","$65,242","$31,702","$38,920","$44,215","$47,489","$31,702","$46,567","$57,568","$66,547"
"Washington County, Nebraska",31177,"$20,242","$44,883","$54,847","$69,770","$34,394","$41,722","$47,017","$52,016","$34,394","$49,369","$60,370","$71,074"
"Wayne County, Nebraska",31179,"$19,220","$42,081","$52,044","$66,429","$31,702","$38,920","$44,215","$48,676","$31,702","$46,567","$57,568","$67,734"
"Webster County, Nebraska",31181,"$19,220","$42,081","$52,044","$67,092","$32,544","$38,920","$44,215","$49,338","$32,544","$46,567","$57,568","$68,396"
"Wheeler County, Nebraska",31183,"$19,220","$42,081","$52,044","$67,092","$31,785","$38,920","$44,215","$49,338","$31,785","$46,567","$57,568","$68,396"
"York County, Nebraska",31185,"$19,331","$42,260","$52,224","$65,463","$31,964","$39,099","$44,395","$47,709","$31,964","$46,746","$57,747","$66,768"
"Churchill County, Nevada",32001,"$20,176","$45,592","$53,955","$66,184","$34,072","$41,325","$46,706","$51,036","$34,072","$50,278","$59,594","$67,859"
"Clark County, Nevada",32003,"$22,705","$48,576","$56,939","$73,076","$36,896","$44,309","$49,690","$57,928","$36,896","$53,262","$62,578","$74,751"
"Douglas County, Nevada",32005,"$21,514","$47,720","$56,083","$71,804","$36,160","$43,453","$48,834","$56,657","$36,160","$52,406","$61,722","$73,480"
"Elko County, Nevada",32007,"$20,684","$46,462","$54,825","$67,642","$34,313","$42,195","$47,576","$52,495","$34,313","$51,148","$60,464","$69,318"
"Esmeralda County, Nevada",32009,"$18,757","$43,210","$51,573","$64,578","$31,918","$38,943","$44,324","$49,430","$31,918","$47,896","$57,212","$66,253"
"Eureka County, Nevada",32011,"$20,283","$45,766","$54,129","$66,398","$33,805","$41,499","$46,880","$51,250","$33,805","$50,452","$59,768","$68,073"
"Humboldt County, Nevada",32013,"$19,212","$43,973","$52,336","$65,876","$32,480","$39,706","$45,086","$50,728","$32,480","$48,659","$57,975","$67,551"
"Lander County, Nevada",32015,"$19,681","$44,762","$53,125","$65,742","$34,113","$40,495","$45,876","$50,594","$34,113","$49,448","$58,764","$67,417"
"Lincoln County, Nevada",32017,"$19,908","$45,150","$53,513","$66,210","$33,350","$40,883","$46,264","$51,063","$33,350","$49,837","$59,152","$67,886"
"Lyon County, Nevada",32019,"$20,002","$45,190","$53,553","$68,084","$34,474","$40,923","$46,304","$52,936","$34,474","$49,877","$59,192","$69,759"
"Mineral County, Nevada",32021,"$20,765","$46,582","$54,945","$67,415","$35,652","$42,315","$47,696","$52,267","$35,652","$51,268","$60,584","$69,090"
"Nye County, Nevada",32023,"$20,189","$45,632","$53,995","$67,294","$33,711","$41,365","$46,746","$52,147","$33,711","$50,318","$59,634","$68,970"
"Pershing County, Nevada",32027,"$18,757","$43,210","$51,573","$65,167","$32,801","$38,943","$44,324","$50,019","$32,801","$47,896","$57,212","$66,842"
"Storey County, Nevada",32029,"$21,019","$47,010","$55,373","$70,760","$34,942","$42,743","$48,124","$55,613","$34,942","$51,697","$61,012","$72,436"
"Washoe County, Nevada",32031,"$21,019","$47,010","$55,373","$70,760","$34,942","$42,743","$48,124","$55,613","$34,942","$51,697","$61,012","$72,436"
"White Pine County, Nevada",32033,"$19,734","$44,856","$53,219","$67,294","$34,193","$40,589","$45,970","$52,147","$34,193","$49,542","$58,858","$68,970"
"Carson City, Nevada",32510,"$20,965","$46,314","$54,678","$69,181","$34,755","$42,048","$47,428","$54,034","$34,755","$51,001","$60,316","$70,857"
"Belknap County, New Hampshire",33001,"$23,454","$48,885","$56,813","$71,500","$35,320","$43,669","$49,007","$56,325","$35,320","$53,560","$62,413","$73,247"
"Carroll County, New Hampshire",33003,"$23,580","$49,821","$57,750","$72,395","$36,480","$44,606","$49,944","$57,220","$36,480","$54,497","$63,350","$74,142"
"Cheshire County, New Hampshire",33005,"$22,335","$49,248","$57,176","$69,612","$35,851","$44,032","$49,371","$54,438","$35,851","$53,923","$62,777","$71,360"
"Coos County, New Hampshire",33007,"$21,175","$44,844","$52,772","$64,942","$33,292","$39,628","$44,966","$49,768","$33,292","$49,519","$58,372","$66,689"
"Grafton County, New Hampshire",33009,"$24,782","$49,863","$57,792","$70,507","$36,844","$44,648","$49,986","$55,333","$36,844","$54,539","$63,392","$72,254"
"Hillsborough County, New Hampshire",33011,"$23,947","$51,287","$59,216","$73,023","$37,715","$46,072","$51,410","$57,848","$37,715","$55,963","$64,816","$74,770"
"Merrimack County, New Hampshire",33013,"$22,699","$49,668","$57,596","$71,150","$36,746","$44,452","$49,790","$55,976","$36,746","$54,343","$63,196","$72,898"
"Rockingham County, New Hampshire",33015,"$24,606","$51,394","$59,322","$73,275","$37,748","$46,179","$51,517","$58,101","$37,748","$56,069","$64,923","$75,022"
"Strafford County, New Hampshire",33017,"$23,789","$50,548","$58,477","$73,080","$37,263","$45,333","$50,671","$57,905","$37,263","$55,224","$64,077","$74,827"
"Sullivan County, New Hampshire",33019,"$22,978","$48,479","$56,407","$70,046","$36,061","$43,263","$48,602","$54,871","$36,061","$53,154","$62,008","$71,793"
"Atlantic County, New Jersey",34001,"$23,945","$49,442","$57,497","$72,611","$36,808","$44,951","$50,141","$57,744","$36,808","$53,987","$62,941","$74,310"
"Bergen County, New Jersey",34003,"$28,050","$53,017","$61,072","$75,887","$40,410","$48,526","$53,715","$61,020","$40,410","$57,562","$66,516","$77,586"
"Burlington County, New Jersey",34005,"$24,040","$49,388","$57,443","$70,423","$37,148","$44,897","$50,086","$55,556","$37,148","$53,933","$62,887","$72,121"
"Camden County, New Jersey",34007,"$24,040","$49,388","$57,443","$70,423","$37,148","$44,897","$50,086","$55,556","$37,148","$53,933","$62,887","$72,121"
"Cape May County, New Jersey",34009,"$21,471","$47,893","$55,947","$70,926","$34,687","$43,402","$48,591","$56,059","$34,687","$52,438","$61,392","$72,624"
"Cumberland County, New Jersey",34011,"$23,415","$48,518","$56,573","$69,893","$36,169","$44,027","$49,216","$55,026","$36,169","$53,063","$62,017","$71,591"
"Essex County, New Jersey",34013,"$27,071","$51,155","$59,210","$73,386","$38,738","$46,664","$51,853","$58,519","$38,738","$55,700","$64,654","$75,085"
"Gloucester County, New Jersey",34015,"$24,040","$49,388","$57,443","$70,423","$37,148","$44,897","$50,086","$55,556","$37,148","$53,933","$62,887","$72,121"
"Hudson County, New Jersey",34017,"$26,636","$51,508","$59,563","$73,536","$39,146","$47,017","$52,207","$58,669","$39,146","$56,053","$65,007","$75,234"
"Hunterdon County, New Jersey",34019,"$25,794","$53,778","$61,833","$76,920","$40,437","$49,287","$54,477","$62,053","$40,437","$58,323","$67,277","$78,619"
"Mercer County, New Jersey",34021,"$25,413","$50,611","$58,666","$72,978","$38,167","$46,120","$51,310","$58,111","$38,167","$55,156","$64,110","$74,677"
"Middlesex County, New Jersey",34023,"$25,794","$53,778","$61,833","$76,920","$40,437","$49,287","$54,477","$62,053","$40,437","$58,323","$67,277","$78,619"
"Monmouth County, New Jersey",34025,"$25,644","$52,242","$60,297","$76,553","$39,064","$47,751","$52,941","$61,686","$39,064","$56,787","$65,741","$78,252"
"Morris County, New Jersey",34027,"$27,071","$51,155","$59,210","$73,386","$38,738","$46,664","$51,853","$58,519","$38,738","$55,700","$64,654","$75,085"
"Ocean County, New Jersey",34029,"$25,644","$52,242","$60,297","$76,553","$39,064","$47,751","$52,941","$61,686","$39,064","$56,787","$65,741","$78,252"
"Passaic County, New Jersey",34031,"$28,050","$53,017","$61,072","$75,887","$40,410","$48,526","$53,715","$61,020","$40,410","$57,562","$66,516","$77,586"
"Salem County, New Jersey",34033,"$24,040","$49,388","$57,443","$70,423","$37,148","$44,897","$50,086","$55,556","$37,148","$53,933","$62,887","$72,121"
"Somerset County, New Jersey",34035,"$25,794","$53,778","$61,833","$76,920","$40,437","$49,287","$54,477","$62,053","$40,437","$58,323","$67,277","$78,619"
"Sussex County, New Jersey",34037,"$27,071","$51,155","$59,210","$73,386","$38,738","$46,664","$51,853","$58,519","$38,738","$55,700","$64,654","$75,085"
"Union County, New Jersey",34039,"$27,071","$51,155","$59,210","$73,386","$38,738","$46,664","$51,853","$58,519","$38,738","$55,700","$64,654","$75,085"
"Warren County, New Jersey",34041,"$22,912","$49,877","$57,932","$72,000","$37,392","$45,386","$50,576","$57,133","$37,392","$54,422","$63,376","$73,698"
"Bernalillo County, New Mexico",35001,"$21,020","$43,674","$52,160","$66,811","$35,086","$41,690","$47,225","$53,869","$35,086","$48,495","$57,961","$68,534"
"Catron County, New Mexico",35003,"$20,428","$41,403","$49,888","$63,755","$33,462","$39,419","$44,954","$50,812","$33,462","$46,223","$55,689","$65,478"
"Chaves County, New Mexico",35005,"$19,822","$41,513","$49,998","$63,356","$32,636","$39,529","$45,064","$50,413","$32,636","$46,334","$55,799","$65,079"
"Cibola County, New Mexico",35006,"$20,510","$41,403","$49,888","$62,929","$32,774","$39,419","$44,954","$49,986","$32,774","$46,223","$55,689","$64,652"
"Colfax County, New Mexico",35007,"$20,703","$41,967","$50,453","$62,447","$32,966","$39,983","$45,518","$49,505","$32,966","$46,788","$56,254","$64,170"
"Curry County, New Mexico",35009,"$20,648","$41,843","$50,329","$64,292","$32,911","$39,859","$45,394","$51,349","$32,911","$46,664","$56,130","$66,015"
"De Baca County, New Mexico",35011,"$20,428","$41,403","$49,888","$63,755","$33,462","$39,419","$44,954","$50,812","$33,462","$46,223","$55,689","$65,478"
"Dona Ana County, New Mexico",35013,"$20,964","$42,766","$51,251","$65,324","$34,605","$40,781","$46,317","$52,382","$34,605","$47,586","$57,052","$67,048"
"Eddy County, New Mexico",35015,"$21,281","$42,779","$51,265","$63,865","$33,696","$40,795","$46,330","$50,923","$33,696","$47,600","$57,066","$65,588"
"Grant County, New Mexico",35017,"$20,428","$41,403","$49,888","$63,755","$33,462","$39,419","$44,954","$50,812","$33,462","$46,223","$55,689","$65,478"
"Guadalupe County, New Mexico",35019,"$20,428","$41,403","$49,888","$63,755","$32,884","$39,419","$44,954","$50,812","$32,884","$46,223","$55,689","$65,478"
"Harding County, New Mexico",35021,"$20,428","$41,403","$49,888","$62,447","$32,884","$39,419","$44,954","$49,505","$32,884","$46,223","$55,689","$64,170"
"Hidalgo County, New Mexico",35023,"$20,428","$41,403","$49,888","$63,755","$32,884","$39,419","$44,954","$50,812","$32,884","$46,223","$55,689","$65,478"
"Lea County, New Mexico",35025,"$21,846","$43,523","$52,008","$64,663","$34,123","$41,539","$47,074","$51,721","$34,123","$48,343","$57,809","$66,387"
"Lincoln County, New Mexico",35027,"$21,130","$44,872","$53,358","$66,068","$35,114","$42,888","$48,423","$53,125","$35,114","$49,693","$59,158","$67,791"
"Los Alamos County, New Mexico",35028,"$22,864","$47,666","$56,152","$70,473","$37,661","$45,682","$51,217","$57,530","$37,661","$52,487","$61,953","$72,196"
"Luna County, New Mexico",35029,"$20,428","$41,403","$49,888","$63,466","$33,448","$39,419","$44,954","$50,523","$33,448","$46,223","$55,689","$65,189"
"McKinley County, New Mexico",35031,"$20,607","$41,403","$49,888","$61,745","$33,462","$39,419","$44,954","$48,802","$33,462","$46,223","$55,689","$63,468"
"Mora County, New Mexico",35033,"$20,758","$41,843","$50,329","$62,956","$33,834","$39,859","$45,394","$50,014","$33,834","$46,664","$56,130","$64,680"
"Otero County, New Mexico",35035,"$19,257","$41,403","$49,888","$63,631","$33,462","$39,419","$44,954","$50,688","$33,462","$46,223","$55,689","$65,354"
"Quay County, New Mexico",35037,"$20,675","$41,940","$50,425","$62,791","$32,953","$39,955","$45,491","$49,849","$32,953","$46,760","$56,226","$64,515"
"Rio Arriba County, New Mexico",35039,"$19,904","$42,821","$51,306","$63,521","$33,600","$40,836","$46,372","$50,578","$33,600","$47,641","$57,107","$65,244"
"Roosevelt County, New Mexico",35041,"$19,670","$42,421","$50,907","$63,025","$33,655","$40,437","$45,972","$50,083","$33,655","$47,242","$56,708","$64,749"
"Sandoval County, New Mexico",35043,"$21,020","$43,674","$52,160","$66,811","$35,086","$41,690","$47,225","$53,869","$35,086","$48,495","$57,961","$68,534"
"San Juan County, New Mexico",35045,"$20,799","$42,752","$51,237","$63,424","$33,545","$40,768","$46,303","$50,482","$33,545","$47,573","$57,038","$65,148"
"San Miguel County, New Mexico",35047,"$19,244","$41,706","$50,191","$62,805","$33,531","$39,721","$45,257","$49,863","$33,531","$46,526","$55,992","$64,528"
"Santa Fe County, New Mexico",35049,"$24,062","$45,808","$54,294","$68,490","$37,179","$43,824","$49,359","$55,548","$37,179","$50,629","$60,094","$70,214"
"Sierra County, New Mexico",35051,"$20,097","$41,816","$50,301","$62,268","$32,856","$39,832","$45,367","$49,326","$32,856","$46,636","$56,102","$63,991"
"Socorro County, New Mexico",35053,"$20,015","$41,403","$49,888","$61,745","$32,553","$39,419","$44,954","$48,802","$32,553","$46,223","$55,689","$63,468"
"Taos County, New Mexico",35055,"$22,479","$45,051","$53,536","$66,288","$36,449","$43,067","$48,602","$53,345","$36,449","$49,872","$59,337","$68,011"
"Torrance County, New Mexico",35057,"$21,020","$43,674","$52,160","$66,811","$35,086","$41,690","$47,225","$53,869","$35,086","$48,495","$57,961","$68,534"
"Union County, New Mexico",35059,"$20,593","$41,816","$50,301","$64,127","$32,856","$39,832","$45,367","$51,184","$32,856","$46,636","$56,102","$65,850"
"Valencia County, New Mexico",35061,"$21,020","$43,674","$52,160","$66,811","$35,086","$41,690","$47,225","$53,869","$35,086","$48,495","$57,961","$68,534"
"Albany County, New York",36001,"$22,760","$49,969","$66,050","$86,467","$35,487","$42,818","$48,133","$53,025","$35,487","$54,624","$71,627","$88,207"
"Allegany County, New York",36003,"$20,602","$45,903","$61,985","$81,956","$32,145","$38,752","$44,068","$48,514","$32,145","$50,559","$67,561","$83,696"
"Bronx County, New York",36005,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Broome County, New York",36007,"$20,672","$46,669","$62,751","$84,100","$32,591","$39,518","$44,833","$50,658","$32,591","$51,324","$68,327","$85,840"
"Cattaraugus County, New York",36009,"$20,213","$46,251","$62,333","$82,597","$32,354","$39,100","$44,416","$49,155","$32,354","$50,907","$67,910","$84,336"
"Cayuga County, New York",36011,"$21,215","$47,421","$63,502","$83,975","$33,203","$40,270","$45,585","$50,533","$33,203","$52,076","$69,079","$85,715"
"Chautauqua County, New York",36013,"$20,296","$45,903","$61,985","$82,945","$31,853","$38,752","$44,068","$49,503","$31,853","$50,559","$67,561","$84,684"
"Chemung County, New York",36015,"$20,505","$47,992","$64,073","$84,406","$33,398","$40,841","$46,156","$50,965","$33,398","$52,647","$69,650","$86,146"
"Chenango County, New York",36017,"$20,575","$45,903","$61,985","$82,931","$32,117","$38,752","$44,068","$49,489","$32,117","$50,559","$67,561","$84,670"
"Clinton County, New York",36019,"$21,438","$48,368","$64,449","$85,562","$33,927","$41,217","$46,532","$52,120","$33,927","$53,023","$70,026","$87,302"
"Columbia County, New York",36021,"$23,526","$49,509","$65,591","$86,523","$35,083","$42,358","$47,673","$53,081","$35,083","$54,164","$71,167","$88,262"
"Cortland County, New York",36023,"$21,786","$47,463","$63,544","$83,822","$33,412","$40,312","$45,627","$50,380","$33,412","$52,118","$69,121","$85,561"
"Delaware County, New York",36025,"$20,853","$46,321","$62,403","$81,998","$32,410","$39,170","$44,485","$48,556","$32,410","$50,976","$67,979","$83,738"
"Dutchess County, New York",36027,"$25,879","$54,549","$70,631","$92,300","$39,287","$47,398","$52,713","$58,859","$39,287","$59,204","$76,207","$94,040"
"Erie County, New York",36029,"$21,020","$46,920","$63,001","$83,000","$32,981","$39,769","$45,084","$49,559","$32,981","$51,575","$68,578","$84,740"
"Essex County, New York",36031,"$21,090","$48,409","$64,491","$84,532","$33,899","$41,258","$46,574","$51,090","$33,899","$53,065","$70,068","$86,272"
"Franklin County, New York",36033,"$21,243","$47,003","$63,085","$84,685","$32,786","$39,852","$45,167","$51,243","$32,786","$51,658","$68,661","$86,425"
"Fulton County, New York",36035,"$21,173","$46,892","$62,973","$83,376","$32,716","$39,741","$45,056","$49,934","$32,716","$51,547","$68,550","$85,116"
"Genesee County, New York",36037,"$20,101","$47,685","$63,767","$84,017","$33,537","$40,534","$45,850","$50,575","$33,537","$52,341","$69,344","$85,756"
"Greene County, New York",36039,"$21,647","$47,908","$63,990","$84,908","$34,220","$40,757","$46,072","$51,466","$34,220","$52,563","$69,566","$86,647"
"Hamilton County, New York",36041,"$20,435","$46,084","$62,166","$81,636","$32,674","$38,933","$44,249","$48,194","$32,674","$50,740","$67,742","$83,376"
"Herkimer County, New York",36043,"$21,911","$47,880","$63,962","$84,727","$33,565","$40,729","$46,045","$51,285","$33,565","$52,536","$69,538","$86,466"
"Jefferson County, New York",36045,"$22,955","$51,124","$67,206","$88,277","$35,890","$43,973","$49,288","$54,835","$35,890","$55,779","$72,782","$90,017"
"Kings County, New York",36047,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Lewis County, New York",36049,"$20,588","$46,293","$62,375","$84,003","$32,674","$39,142","$44,457","$50,561","$32,674","$50,948","$67,951","$85,742"
"Livingston County, New York",36051,"$21,382","$48,646","$64,728","$84,991","$34,582","$41,495","$46,810","$51,549","$34,582","$53,301","$70,304","$86,731"
"Madison County, New York",36053,"$21,354","$48,187","$64,268","$84,991","$33,760","$41,036","$46,351","$51,549","$33,760","$52,842","$69,845","$86,731"
"Monroe County, New York",36055,"$21,382","$48,646","$64,728","$84,991","$34,582","$41,495","$46,810","$51,549","$34,582","$53,301","$70,304","$86,731"
"Montgomery County, New York",36057,"$21,661","$47,337","$63,419","$83,195","$33,217","$40,186","$45,502","$49,753","$33,217","$51,993","$68,996","$84,935"
"Nassau County, New York",36059,"$27,926","$59,492","$75,573","$99,554","$43,269","$52,341","$57,656","$66,112","$43,269","$64,147","$81,150","$101,294"
"New York County, New York",36061,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Niagara County, New York",36063,"$21,020","$46,920","$63,001","$83,000","$32,981","$39,769","$45,084","$49,559","$32,981","$51,575","$68,578","$84,740"
"Oneida County, New York",36065,"$21,911","$47,880","$63,962","$84,727","$33,565","$40,729","$46,045","$51,285","$33,565","$52,536","$69,538","$86,466"
"Onondaga County, New York",36067,"$21,354","$48,187","$64,268","$84,991","$33,760","$41,036","$46,351","$51,549","$33,760","$52,842","$69,845","$86,731"
"Ontario County, New York",36069,"$21,382","$48,646","$64,728","$84,991","$34,582","$41,495","$46,810","$51,549","$34,582","$53,301","$70,304","$86,731"
"Orange County, New York",36071,"$25,879","$54,549","$70,631","$92,300","$39,287","$47,398","$52,713","$58,859","$39,287","$59,204","$76,207","$94,040"
"Orleans County, New York",36073,"$21,382","$48,646","$64,728","$84,991","$34,582","$41,495","$46,810","$51,549","$34,582","$53,301","$70,304","$86,731"
"Oswego County, New York",36075,"$21,354","$48,187","$64,268","$84,991","$33,760","$41,036","$46,351","$51,549","$33,760","$52,842","$69,845","$86,731"
"Otsego County, New York",36077,"$22,287","$48,785","$64,867","$86,147","$34,512","$41,634","$46,950","$52,705","$34,512","$53,440","$70,443","$87,887"
"Putnam County, New York",36079,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Queens County, New York",36081,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Rensselaer County, New York",36083,"$22,760","$49,969","$66,050","$86,467","$35,487","$42,818","$48,133","$53,025","$35,487","$54,624","$71,627","$88,207"
"Richmond County, New York",36085,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"Rockland County, New York",36087,"$29,736","$57,083","$73,165","$96,143","$41,961","$49,932","$55,247","$62,701","$41,961","$61,738","$78,741","$97,883"
"St. Lawrence County, New York",36089,"$20,547","$47,115","$63,196","$83,891","$32,981","$39,964","$45,279","$50,450","$32,981","$51,770","$68,773","$85,631"
"Saratoga County, New York",36091,"$22,760","$49,969","$66,050","$86,467","$35,487","$42,818","$48,133","$53,025","$35,487","$54,624","$71,627","$88,207"
"Schenectady County, New York",36093,"$22,760","$49,969","$66,050","$86,467","$35,487","$42,818","$48,133","$53,025","$35,487","$54,624","$71,627","$88,207"
"Schoharie County, New York",36095,"$22,760","$49,969","$66,050","$86,467","$35,487","$42,818","$48,133","$53,025","$35,487","$54,624","$71,627","$88,207"
"Schuyler County, New York",36097,"$20,352","$45,987","$62,068","$83,265","$32,493","$38,836","$44,151","$49,823","$32,493","$50,642","$67,645","$85,005"
"Seneca County, New York",36099,"$20,282","$46,920","$63,001","$84,462","$33,384","$39,769","$45,084","$51,020","$33,384","$51,575","$68,578","$86,202"
"Steuben County, New York",36101,"$20,059","$46,460","$62,542","$82,555","$32,744","$39,309","$44,624","$49,113","$32,744","$51,115","$68,118","$84,295"
"Suffolk County, New York",36103,"$27,926","$59,492","$75,573","$99,554","$43,269","$52,341","$57,656","$66,112","$43,269","$64,147","$81,150","$101,294"
"Sullivan County, New York",36105,"$23,665","$49,662","$65,744","$86,787","$35,222","$42,511","$47,827","$53,345","$35,222","$54,318","$71,321","$88,527"
"Tioga County, New York",36107,"$20,672","$46,669","$62,751","$84,100","$32,591","$39,518","$44,833","$50,658","$32,591","$51,324","$68,327","$85,840"
"Tompkins County, New York",36109,"$24,250","$52,767","$68,849","$92,147","$38,174","$45,616","$50,931","$58,706","$38,174","$57,422","$74,425","$93,887"
"Ulster County, New York",36111,"$22,719","$51,820","$67,902","$89,739","$36,447","$44,669","$49,985","$56,297","$36,447","$56,476","$73,479","$91,479"
"Warren County, New York",36113,"$22,621","$51,166","$67,248","$89,349","$36,670","$44,015","$49,330","$55,907","$36,670","$55,821","$72,824","$91,089"
"Washington County, New York",36115,"$22,621","$51,166","$67,248","$89,349","$36,670","$44,015","$49,330","$55,907","$36,670","$55,821","$72,824","$91,089"
"Wayne County, New York",36117,"$21,382","$48,646","$64,728","$84,991","$34,582","$41,495","$46,810","$51,549","$34,582","$53,301","$70,304","$86,731"
"Westchester County, New York",36119,"$27,007","$57,208","$73,290","$96,157","$41,431","$50,057","$55,373","$62,715","$41,431","$61,864","$78,866","$97,897"
"Wyoming County, New York",36121,"$19,739","$46,460","$62,542","$82,652","$32,006","$39,309","$44,624","$49,210","$32,006","$51,115","$68,118","$84,392"
"Yates County, New York",36123,"$20,519","$46,210","$62,291","$82,875","$32,090","$39,059","$44,374","$49,433","$32,090","$50,865","$67,868","$84,615"
"Alamance County, North Carolina",37001,"$21,718","$44,173","$52,904","$65,841","$34,207","$41,733","$47,196","$51,306","$34,207","$48,752","$58,595","$67,084"
"Alexander County, North Carolina",37003,"$21,380","$43,511","$52,242","$65,053","$34,136","$41,071","$46,534","$50,517","$34,136","$48,090","$57,933","$66,296"
"Alleghany County, North Carolina",37005,"$21,380","$43,511","$52,242","$66,165","$34,136","$41,071","$46,534","$51,630","$34,136","$48,090","$57,933","$67,408"
"Anson County, North Carolina",37007,"$20,986","$43,511","$52,242","$66,446","$34,136","$41,071","$46,534","$51,911","$34,136","$48,090","$57,933","$67,689"
"Ashe County, North Carolina",37009,"$20,380","$43,511","$52,242","$64,490","$33,418","$41,071","$46,534","$49,954","$33,418","$48,090","$57,933","$65,732"
"Avery County, North Carolina",37011,"$21,394","$44,440","$53,172","$67,911","$33,897","$42,000","$47,463","$53,375","$33,897","$49,020","$58,862","$69,153"
"Beaufort County, North Carolina",37013,"$21,070","$43,511","$52,242","$66,545","$33,559","$41,071","$46,534","$52,010","$33,559","$48,090","$57,933","$67,788"
"Bertie County, North Carolina",37015,"$20,718","$43,511","$52,242","$65,208","$33,207","$41,071","$46,534","$50,672","$33,207","$48,090","$57,933","$66,450"
"Bladen County, North Carolina",37017,"$20,718","$43,511","$52,242","$64,490","$33,207","$41,071","$46,534","$49,954","$33,207","$48,090","$57,933","$65,732"
"Brunswick County, North Carolina",37019,"$22,816","$46,059","$54,791","$68,502","$35,882","$43,619","$49,082","$53,967","$35,882","$50,639","$60,481","$69,745"
"Buncombe County, North Carolina",37021,"$20,155","$44,665","$53,397","$66,306","$35,108","$42,226","$47,689","$51,770","$35,108","$49,245","$59,087","$67,549"
"Burke County, North Carolina",37023,"$21,380","$43,511","$52,242","$65,053","$34,136","$41,071","$46,534","$50,517","$34,136","$48,090","$57,933","$66,296"
"Cabarrus County, North Carolina",37025,"$22,886","$45,989","$54,720","$68,755","$36,234","$43,549","$49,012","$54,220","$36,234","$50,568","$60,411","$69,998"
"Caldwell County, North Carolina",37027,"$21,380","$43,511","$52,242","$65,053","$34,136","$41,071","$46,534","$50,517","$34,136","$48,090","$57,933","$66,296"
"Camden County, North Carolina",37029,"$23,168","$45,904","$54,636","$67,474","$35,671","$43,465","$48,928","$52,939","$35,671","$50,484","$60,326","$68,717"
"Carteret County, North Carolina",37031,"$21,985","$44,271","$53,003","$67,235","$34,784","$41,832","$47,294","$52,700","$34,784","$48,851","$58,693","$68,478"
"Caswell County, North Carolina",37033,"$20,718","$43,511","$52,242","$66,151","$33,207","$41,071","$46,534","$51,616","$33,207","$48,090","$57,933","$67,394"
"Catawba County, North Carolina",37035,"$21,380","$43,511","$52,242","$65,053","$34,136","$41,071","$46,534","$50,517","$34,136","$48,090","$57,933","$66,296"
"Chatham County, North Carolina",37037,"$22,225","$46,411","$55,143","$68,629","$36,586","$43,971","$49,434","$54,093","$36,586","$50,991","$60,833","$69,871"
"Cherokee County, North Carolina",37039,"$20,718","$43,511","$52,242","$65,179","$33,207","$41,071","$46,534","$50,644","$33,207","$48,090","$57,933","$66,422"
"Chowan County, North Carolina",37041,"$21,380","$43,511","$52,242","$65,222","$34,136","$41,071","$46,534","$50,686","$34,136","$48,090","$57,933","$66,464"
"Clay County, North Carolina",37043,"$21,380","$43,511","$52,242","$66,545","$34,136","$41,071","$46,534","$52,010","$34,136","$48,090","$57,933","$67,788"
"Cleveland County, North Carolina",37045,"$21,281","$43,610","$52,341","$65,897","$33,770","$41,170","$46,633","$51,362","$33,770","$48,189","$58,031","$67,140"
"Columbus County, North Carolina",37047,"$21,380","$43,511","$52,242","$64,490","$33,897","$41,071","$46,534","$49,954","$33,897","$48,090","$57,933","$65,732"
"Craven County, North Carolina",37049,"$20,746","$45,665","$54,396","$67,756","$34,798","$43,225","$48,688","$53,220","$34,798","$50,244","$60,087","$68,999"
"Cumberland County, North Carolina",37051,"$23,055","$46,031","$54,762","$68,685","$35,558","$43,591","$49,054","$54,150","$35,558","$50,610","$60,453","$69,928"
"Currituck County, North Carolina",37053,"$26,983","$50,452","$59,183","$75,316","$39,796","$48,012","$53,475","$60,781","$39,796","$55,031","$64,873","$76,559"
